utterance	label_0	label_1	label_2
그러다보니까 제가 점점 우울해지더라구요.	20	10	70
친구들도 나를 따돌리는 것 같고 점점 외톨이가 되는 것 같아요	10	80	10
다음 주부터 당장 학원을 가야 하니까… 모르겠어요. 그냥 다 너무 힘들어요.	20	10	70
뭘 해도 기쁘지가 않은 것 같아	90	5	5
그 때 너무 우울해서 출근도 못 하고 집에만 처박혀 있었어요.	10	20	70
밥맛이 없어서 일주일째 굶고 있어요.	10	10	80
힘들다고 말하는 게 늘어나다 보니까 자꾸 싸워서 힘들어	5	5	90
일하러 가면 기분이 처져	70	20	10
남편이 야근하면 기분이 처져	90	5	5
미혼모라고 사람들이 나를 업신여겨.	10	70	20
티비 틀어놔도 눈에 안 들어와	10	20	70
세상 사람들이 전부 저를 괴롭히려는것 같아요	70	20	10
뭘 하든 별로 하고 싶지가 않고 계속 어지럽고…	10	20	70
사람들이 전부 나한테 사기를 치는것 같아	70	20	10
병원에서는 심리적인 문제라고 하는데 저는 너무 힘들거든요.	5	5	90
기분이 처져서 주변 사람들한테 신경질 부리게 돼	80	10	10
입맛 없어서 미치겠다	10	20	70
혼전임신이라고 시부모님이 내 뒤에서 흉을 봐	10	80	10
그래서 요즘 계속 우울해요.	10	10	80
가드레일에 박아버리려고 차를 몰고 가는데, 애들 엄마한테 전화가 온 거예요.	20	70	10
임신기간 중에 너무 관리 안하고 먹은 것 같아 죄책감이 들어	10	70	20
나도 죽으면 어떨까? 편해질까?	20	70	10
뭐 특별히 하는 일 없어서 더 재미없다.	5	5	90
남편과 같이 있어도 외로워	10	80	10
서러워서 죽겠어	10	10	80
요새는 무슨 일을 해도 재미가 없고 기분이 좋지 않아요	70	10	20
집에 있으면 아무것도 안하고 잘 씻지도 않아요.	20	10	70
혼자라 외롭고 말도 잘 안 통하고 그러니까 불안해질까봐 걱정돼서요.	20	70	10
밖에 나가면 식욕이 뚝 떨어져	10	10	80
아침에 그렇게 몽롱하더라	90	5	5
신랑때문에 체중만 불어버린 것 같아	10	20	70
아기 임신하고 외모에 대한 자신감을 잃었어.	10	80	10
짜증나니까 조금 자게 되네	10	20	70
내가 많이 위축되었다는 생각이 들어	10	70	20
오빠 때문에 외로워	5	90	5
약 엄청나게 먹고 죽어버렸으면 싶네	10	70	20
남편도 나를 얕잡아 보니까 내가 보잘것 없는 인간이 된 것 같아	10	80	10
나도 모르게 화를 낼 때도 있어요.	70	10	20
매일 너무 혼란스럽고 생활에 안정감이 없어	80	10	10
너무나 기다렸던 아인데 상태가 안 좋다고 하니까 허망해	70	10	20
왜 우울한 걸까요	70	20	10
늘어져서 아무 일도 할 수가 없어요	10	10	80
잠을 계속 얕게만 자서 짜증을 내게 돼	10	10	80
약을 먹으면 잠도 오고 멍해지는데…	10	10	80
일상생활이 불가능한 느낌이야. 더 이상은 버티기 힘들어.	5	5	90
밥 반 공기도 못 먹어.	10	10	80
마음이 병 들어가고 있는 것 같아.	10	20	70
솔직히 경력도 짧은데 그사이에 식당 일도 너무 오래 했고… 그냥 막막해요.	10	80	10
진짜 서러워서 못 살겠어	10	20	70
진짜 답답한 건, 나는 정말 우울하고 슬픈데도 눈물이 잘 안 나.	10	20	70
입덧 때문에 고생하지 않는 사람이 아는 척하니까 진짜 분노폭발	10	10	80
괜히 잘할 수 있다고 나댔다가 다 망친 거 같아	80	10	10
시댁때문에 돼지 된 것 같아	10	10	80
아무리 가족들이 있어도 항상 외로웠어.	10	80	10
아무것도 못 하겠어서 죽을 맛이야	10	20	70
적적해서 롤해	10	80	10
너무 힘이 빠져서 살기 싫은 느낌	20	10	70
죄인도 아닌데 나한테만 냉소적이게 대하는 것 같아서 힘들어	5	90	5
이런 생각 때문에 너무 힘들어.	10	10	80
눈총을 자꾸 받으니까 움츠러들게 돼.	5	90	5
먹는 행복이 유일했는데 이제 먹는 즐거움도 사라졌어	80	10	10
죽을 수 있는 용기는 아직 없어.	10	80	10
복직할 생각하니까 뒤지고 싶다	5	90	5
세상 떠버리고 싶어요	20	70	10
특히 작은일에도 쉽게 화내요.	70	20	10
작은 일에도 예민하게 반응하게 되고 쓸쓸해요	20	70	10
그렇지만…저도 여자고…외로우면 기댈 곳이 필요하다구요.	10	80	10
일주일 내내 밥 한 숟갈 뜨질 못하다가 결국 쓰러져서 응급실 실려가고 난리도 아니었어요.	10	10	80
기분이 무겁게 가라앉고 소화도 잘 안 돼.	5	5	90
앞 길이 꽉 막힌 기분이 드니까 밥은 먹어서 뭐하나 하는 생각까지 들더라고	5	5	90
아이 돌보는 거에 하도 스트레스 받다 보니까 몸무게도 10kg가 빠졌어요.	10	20	70
이유없이 그냥 민감해	20	10	70
큰일이 있는 것도 아닌데 먹는 양이 줄었네	10	20	70
2년이 정말 금방 지나가더라구요. 학교 졸업하고 진로가 막막하게 느껴졌어요.	10	70	20
자다가 신랑을 자꾸 때려서 돌겠어	20	10	70
내 탓 하는 게 입에 붙었어	90	5	5
너무 산만하고 집중 안됨	10	20	70
둘째 임신하고 산전 산후 다 겪었는데 이번에는 그냥 모든 게 허무해	70	20	10
더웠다 추웠다 너무 심해서 짜증나	10	70	20
나를 사랑하는 일이 너무 힘들어	10	80	10
식욕이 없고 구토가 있어서 하루에 한 끼도 제대로 먹지 못했어	20	10	70
자괴감 때문에 출근하기 싫어	10	10	80
엄마까지 나를 미혼모라고 모욕을 주니까 내가 참 가치 없이 느껴지더라	10	70	20
무슨 짓을 해도 자존감이 회복되지 않아.	10	70	20
피곤하고 멍해서 집중력이 엄청 떨어지는 거 같아	90	5	5
처음엔 마음만 괴로웠는데 요즘은 몸까지 증상이 나타나요.	5	5	90
세상에 진짜 내편이 없는 기분 아세요? 	10	80	10
다이어트를 해도 살은 계속 쪄버려	10	10	80
속이 얹힌 기분이야	5	5	90
유산하고 인생에 희망도 사라졌어	10	10	80
이미 과체중이라 글러먹은 것 같아	10	10	80
3개월에 한번 나올 정도로 집에만 있었는데 몸이 점점 안 좋아지는 느낌이더라고.	20	10	70
30분마다 깨니까 평상시에 아무 일도 못 하겠어요	10	20	70
안전하지 않은 느낌	10	10	80
계속 먹기만 하는 버릇을 고칠 수가 없어	5	5	90
내가 어디 가서 쓰러져도 모를 것 같아	10	70	20
지나가는 강아지만 봐도 걷어 차버리고 싶고…	70	10	20
몸무게가 증식하는 것 같아	10	20	70
낮에 바깥에 나가면 머릿속이 뒤죽박죽해	80	10	10
임신 후에 부쩍 피곤하고 몸이 무거운 거 같아	20	10	70
직장 없이 살아갈 생각을 하니까 아득하기만 해	10	20	70
스트레스때문에 폭식해	10	20	70
계속되는 알바 생활도 이제 지겹다.	10	20	70
재검 해야 한다고 해서 기분이 안 좋아	90	5	5
그냥 막 계속 화가 나.	70	20	10
입덧 때문에 너무 무기력해지는 것 같아	10	20	70
우울한 게 통제가 안 되요	70	20	10
죽어버리려고 몽롱한 정신으로 팔목을 그었어.	10	70	20
속 썩인 사람은 잘만 자는데… 저는 그날 한숨도 못 잤어요.	20	10	70
몸무게가 반토막이 나서 이제 거의 40kg이예요.	10	10	80
겨울에는 매일 잠을 설치거든요	10	20	70
무슨 일 생긴 것처럼 계속 눈이 떠지네	20	10	70
입이 까칠해서 먹고 싶지도 않고…	5	5	90
그렇게 미울 수가 없고 허망해져	70	20	10
날 화나게 하고선 말도 안 들으니까 더 빡 쳐	10	10	80
처음에는 좋았는데 계속 이러니까 너무 걱정되고 우울해진다…	20	10	70
어떻게 이렇게 내 마음대로 안 될 수가 있을까	70	10	20
이럴 때마다 전 남편이 더 미워져서 분노가 쌓이고…	70	10	20
이러는 게 무슨 의미가 있는 건지	90	5	5
하루하루 지나니까 더 침울해지는 것 같아	70	10	20
그냥 신경질이 나	70	20	10
사람들이 전부 저를 흉보는 것 같아요.	20	70	10
뭔가 트라우마 때문인 것 같아서 너무 괴로워.	5	5	90
그런 것도 다 미루게 돼. 그냥… 모든 게 다 귀찮아.	10	10	80
그리고 아예 이제 아무 것도 하기가 싫어.	10	20	70
초조하긴 한데 의욕은 안 생겨서 예전에 좋아했던 일들도 다 너무 귀찮아	5	5	90
경제적으로 너무 힘드니까.. 남편이고 자식이고.. 그냥 다 짐스럽네요.	70	10	20
나는 잠도 제대로 못 자는데 신랑 태평하게 자는 모습만 보면 죽을 것 같아	20	10	70
처음에는 진짜 그냥 사람 많은 곳만 힘들어서 못 가고 피하고 그랬거든?	5	5	90
뭘 해도 죄책감이 사라지지 않아	20	70	10
이생과 작별을 고하기 실패했지.	5	90	5
계속 우울하고 먹는 것도 줄어요	20	10	70
위층때문에 잠을 설핏 자	10	20	70
짜증나서 말 안 해주니까 그걸로 또 화 내고…	70	20	10
계속 신경 쓰이니까 잠을 깊게 못 자겠어요	5	5	90
점점 더 비관적인 생각을 많이 하게 되는것 같아요	10	80	10
친구들이 꽃 구경 가자고 해도 시큰둥하고… 텔레비전을 봐도 그냥 그렇고.	10	20	70
진짜 사소한 일에도 막 화가 나서 뚜껑 열리고…	80	10	10
핸드폰에 연락 오는 사람들도 없어서 부정적인 생각을 하게 돼.	5	90	5
요즘 너무 많이 자니까 매일 지각해	10	10	80
왜 이렇게 비참하다고 생각되는 건지 나도 잘 모르겠어	10	70	20
이대로 일도 못하고 환자 노릇만 계속 해야하는 것이 아닌가 싶어서 우울하고…	5	5	90
많이 쉬어도 재미없고 답답해요	80	10	10
몸이 너무 무거워져서 힘들어 죽겠네요	5	5	90
제가 우울해하니까 자식들도 걱정하는 것 같긴 한데.	10	10	80
인생 너무 덧없는 것 같이 느껴지고 외로워	80	10	10
아기 잃고 인생을 단념하게 된 것같아	20	70	10
애기 다운증후군 의심된다는 얘길 들으니까 너무 숨이 가쁘고 초조해	5	5	90
그렇게 봄이 지나가면 한순간에 우울해져요.	10	20	70
아무리 자도 피로가 안 풀려서 괴롭네	5	5	90
드라마를 봐도 감흥이 없어.	10	20	70
의욕도 없고 일하기도 싫어	10	10	80
화가 나는 문제점들이 해결이 안 되니까 너무 스트레스야	10	10	80
새벽까지 잠들 수가 없거든	5	5	90
남편이 피곤해하면 내가 밉고 싫어져	90	5	5
배를 잡고 웃어본게 언제였나 싶어요.	10	20	70
계속 우울하고 예민해요.	10	10	80
2011년 1월에 여러가지로 많이 힘들었어.	10	20	70
학교에 있어도 저만 동떨어진 것 같아요	5	90	5
아기 잃고 나서 인생을 전부 놔버린것 같아	20	70	10
비참한 일만 생겨	20	70	10
전남편은 총각인척 잘 사는데 나만 아기랑 같이 힘들게 사는것 같아서 너무 한심스럽게 느껴져	10	70	20
남편때문에 살고 싶은 생각이 안 들어	5	90	5
엄마가 식사를 안 챙겨주셨으면 아마 굶어죽었을걸요.	10	10	80
집이 답답해서 잠도 조금 자고 깨요	10	20	70
그러다 언니 결혼할 때는 뭔가 내가 다 우울하더라구.	20	10	70
기분도 다운되고, 몸에 힘도 없어요.	5	5	90
마치 긴 터널 속에 있는 것 같은 기분이 들면서 너무 허무한 것 같아요	70	20	10
평소보다 반밖에 못 자	10	10	80
저도 저를 사랑하고 싶은데, 지금은 이렇게 저를 지탱하는 것도 힘이 들어요..	10	20	70
학업스트레스도 그렇지만 남편과 싸우는것도 너무 힘들어.	5	5	90
입덧 심해지고 두통 오고 소화 안 될 때마다 사는 거 진짜 덧없고 외로워	70	20	10
아침에 특히 몽롱해	70	20	10
사는 게 참담하다	5	90	5
왜냐하면 지난 번에는 방에서 그냥 혼자 책 읽다가 죽고 싶단 생각을 했어요.	10	70	20
전부 없애 버리고 싶어.	80	10	10
근데 뭔가 기분이 가라앉고 이상한 거예요.	10	10	80
아무것도 안 하니까 더 적적한 것 같아	5	90	5
그 뒤로 우울증이 생긴 것 같아요. 	10	20	70
반복적인 기계처럼 말하는 것도 지쳐요.	5	5	90
식욕이 떨어지니까 힘도 안 나	10	10	80
죄인이라는 생각이 들어서 모임을 못 나가고 있어	10	70	20
나를 좀 다그치면 마음이 괜찮아져	90	5	5
커피만 마시면 아예 잠을 못 자고 우울감 쩔어	20	10	70
제가 할 수 있는 일이 없을 것 같고 그래요.	5	5	90
요즘에는 사소한 일에도 그냥 벌컥 화가 나.	70	10	20
요즘 슬픈 기분이 자주 들어요	10	20	70
너무 자존감이 없어서 힘들어	10	80	10
어디 나가지도 못하니까 멍하게 있어	90	5	5
무슨 짓을 해도 패배감에서 벗어날 수가 없어.	10	70	20
눈총을 계속 받다 보니 자존감이 뚝 떨어졌어.	10	70	20
집에 널부러져서 인터넷 쇼핑만 해	10	10	80
내일이 예정일인데 자궁 문이 1도 안 열렸다고 하니까 너무 허망해	70	20	10
옆집때문에 선잠만 자게 돼요	10	10	80
작년에는 진짜 자살하고 싶은 마음이 강했어요.	5	90	5
그냥 죽고싶어요.	10	80	10
자꾸 늘어져서 멍 때리기만 해	10	10	80
솔직히 다른 사람들도 내 상황이 되면 웃음이 안 나올걸…	20	10	70
나는 정말 자신감이 없는 사람이야	10	10	80
입맛이 없네요.	20	10	70
내가 정말 멍청한 걸까.	20	70	10
쓸데없이 민감해졌어	10	10	80
이유 없이 멍해	80	10	10
그러면서 내 자신감은 계속 내려가.	20	10	70
누군가가 옆에 있으면 많이 못 먹어요	5	5	90
직장 잃고 나서 그냥 다 체념하게 됐어	5	90	5
심장이 찢어져서 불타는 것만 같았어.	70	20	10
평소에 대수롭지 않게 넘겼을 일에도 엄청 화가 나고 피곤하고.	70	20	10
병원 다니기도 지겨워요.	20	10	70
내가 세상에서 제일 나쁜 엄마야	10	80	10
갑자기 애를 가진 게 덧없는 것 같고 너무 슬펐어	70	10	20
나 안 그래도 자존감 낮은데 이 일 때문에 더 낮아진 것 같아.	10	70	20
다 잃은 기분이 들고 자괴감도 심해요	10	10	80
새 일을 맡아도 관심이 안 생겨서 그냥 퇴근하고 싶어요	80	10	10
바보가 따로 없어요. 왜 내가 이렇게 된건지…	10	80	10
어쩔 때는 확 죽여 버리고 싶다니까요.	90	5	5
근데 너무 귀찮다…	5	5	90
침대랑 물아일체야	5	5	90
멍을 너무 심하게 때리니까 사람들이 이상하게 생각하더라	80	10	10
지금은 10kg이나 쪄서..제 자신이 너무 보기 싫어요.	10	20	70
혼자 병원 온 사람은 나밖에 없더라.	5	90	5
남편 얼굴만 보면 끔찍한 것 같아	20	70	10
유산하고 인생에 가치를 잃은 느낌이다	10	70	20
그 말에 엄청 상처 받았어요. 담임이 미웠어요. 죽이고 싶었어요.	70	20	10
자신감은 자꾸 떨어지고…	20	10	70
중기 들어서면서 불안해지고 엄청 예민해졌어	10	70	20
빈속이어도 속이 안 좋을 수 있긴 한데, 그렇다고 밥을 아예 안 먹은 것도 아니거든요.	20	10	70
이유없이 메슥거려	10	20	70
임신하니까 먹는 양이 줄어든 것 같아	5	5	90
점점 한계에 다다르고 있는 느낌이예요.	10	20	70
멘탈이 탈탈 털리고 화나요	80	10	10
완전 과체중됐어	10	20	70
난 인생의 실패자같아.	5	90	5
패배자로 평생 살게 될까 봐 걱정이야.	20	70	10
호르몬 때문인지 노잼인 것 같아	90	5	5
주변에 친구들은 전부 시집 잘 가서 편하게 사는데… 나만 이런 것 같아.	10	70	20
요즘은 사는게 재미가 없어.	10	10	80
답답해서 미쳐버릴 거 같아	90	5	5
자꾸 이런 일이 생기니까 너무 힘들어.	10	10	80
슬럼프 때문에 약속 나가는 것도 하기 싫어	10	10	80
약 먹고 죽어버리고 싶어요	20	70	10
일하는 것도 너무 귀찮아	10	20	70
일상이 바쁘니까 잠을 못 자요	20	10	70
시원한 걸 먹어도 개운하지가 않아	10	20	70
난 아빠가 너무 미웠었어.	70	20	10
인생이 너무 막막하니까 사람들 만나는것도 사치처럼 느껴졌어	10	20	70
앞으로 어떻게 살아가야 할 지 모르겠어.	20	70	10
잠을 잘 못 자니까 더 우울하고 그래요	5	5	90
남편에게 서운한 마음에 분노가 이는 것 같아	5	90	5
